,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
242,sequence-js,,sequence-js,,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,MIT,2019-11-06 22:44:12,2020-02-28 16:45:04.000000,2020-02-28 16:43:34,11.0,,2.0,2.0,,1.0,2.0,4.0,,,,MkDocs plugin to render sequence.js blocks.,,,,,,,3,True,3.0,,,,,,,,,,,
243,alternate-link,,alternate-link,,cmitu/mkdocs-altlink-plugin,,['plugin'],links-refs,https://github.com/cmitu/mkdocs-altlink-plugin,https://github.com/cmitu/mkdocs-altlink-plugin,MIT,2020-01-08 21:31:28,2022-07-13 17:28:57.000000,2021-02-14 13:54:59,14.0,,2.0,2.0,3.0,,1.0,4.0,,,,An MkDocs plugin that simplifies internal links creation.,,,3.0,,,,3,True,3.0,,,,,,,,,,,
244,mkdocs-copy,,copy,,chikamichi/mkdocs-copy,mkdocs-copy,['plugin'],nav-pages,https://github.com/chikamichi/mkdocs-copy,https://github.com/chikamichi/mkdocs-copy,MIT,2021-09-11 17:22:19,2021-09-21 14:19:26.000000,2021-09-21 14:19:26,2.0,,,2.0,,1.0,,4.0,,,1.0,A MkDocs plugin that lets you copy (and maybe transform) arbitrary doc files to the build.,,,,https://pypi.org/project/mkdocs-copy,14.0,14.0,3,True,3.0,,5.0,,,,,,,,,
245,python-mkblog,,mkblog,,derJD/python-mkblog,mkblog,['plugin'],blogging,https://github.com/derJD/python-mkblog,https://github.com/derJD/python-mkblog,MIT,2021-03-19 12:48:35,2021-04-14 14:46:30.000000,2021-04-14 14:44:42,20.0,,1.0,2.0,,,,2.0,,,,This is a MkDocs Plugin adding basic blogging functionality by parsing a `blog` directory ontop of your usual `docs`..,,,2.0,https://pypi.org/project/mkblog,57.0,57.0,3,True,3.0,,,,,,,,,,,
246,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,https://github.com/Rj40x40/mkdocs-import-statement-plugin,https://github.com/Rj40x40/mkdocs-import-statement-plugin,MIT,2023-01-13 01:56:01,2023-02-06 13:25:35.000000,2023-02-06 13:25:08,4.0,,,1.0,,2.0,,2.0,,,,,1.0,1.0,,https://pypi.org/project/mkdocs-import-statement-plugin,77.0,77.0,3,True,3.0,,,,,,,,,,,
247,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2024-01-02 18:35:13.000000,2024-01-02 18:35:12,10.0,,,1.0,9.0,2.0,,2.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,19.0,19.0,3,True,3.0,,,,,,,,,,,
248,multiple,,multiple,,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,https://github.com/experimaestro/mkdocs-multiple,https://github.com/experimaestro/mkdocs-multiple,GPL-3.0,2019-02-27 10:51:22,2019-11-22 09:07:18.000000,2019-11-22 09:06:06,5.0,,,2.0,,1.0,,1.0,,,,Allows to merge mkdocs documentations dynamically.,,,2.0,https://pypi.org/project/mkdocs-multiple,983.0,983.0,3,True,3.0,,,,,,,,,,,
249,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,MIT,2023-04-16 20:01:57,2024-01-12 19:58:41.000000,2024-01-12 19:55:33,9.0,,1.0,1.0,,,2.0,,,,,,1.0,1.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,130.0,130.0,3,True,3.0,,,,,,,,,,,
250,Semantic WikiLinks Extension,,,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],markdown,https://github.com/aleray/mdx_semanticwikilinks,https://github.com/aleray/mdx_semanticwikilinks,,2012-04-21 16:25:59,2012-08-15 14:19:53.000000,2012-08-15 14:24:53,4.0,,1.0,2.0,,1.0,,8.0,,,,Python-Markdown extension to add support for semantic (wiki)links (RDFa).,,,,https://pypi.org/project/mdx-semanticwikilinks,15.0,15.0,2,True,3.0,mdx_semanticwikilinks,,,,,,,,,,
251,Semantic Data Extension,,,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],markdown,https://github.com/aleray/mdx_semanticdata,https://github.com/aleray/mdx_semanticdata,,2012-04-21 14:17:39,2023-08-21 22:27:39.000000,2012-11-05 00:45:02,3.0,,1.0,2.0,,,,5.0,,,,Python-Markdown extension to add support for semantic data (RDFa).,,,,https://pypi.org/project/mdx-semanticdata,14.0,14.0,2,True,3.0,mdx_semanticdata,,,,,,,,,,
252,MkHack3rs,,,,,,['project'],charts,,https://eskool.gitlab.io/mkhack3rs/,,2021-05-01 11:44:57,2021-05-01 11:44:57.000000,,,,1.0,,,,,4.0,,,0.0,Hacks & Integrations for Mkdocs / Material Theme.,,,,,,,2,True,3.0,,,,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,
253,image-formatter-plugin,,image-formatter,,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],charts,https://github.com/ASypula/mkdocs-image-formatter-plugin,https://github.com/ASypula/mkdocs-image-formatter-plugin,,2023-12-06 18:29:44,2023-12-06 19:30:22.000000,2023-12-06 19:30:09,139.0,,,1.0,1.0,,,3.0,,,,,,,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,23.0,23.0,2,True,3.0,,,,,,,,,,,
254,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,https://github.com/pawamoy/mkdocs-pygments,https://github.com/pawamoy/mkdocs-pygments,ISC,2024-05-17 17:58:56,2024-05-18 15:23:03.000000,2024-05-17 17:59:00,1.0,1.0,,1.0,,,,3.0,,,,Highlighting themes for code blocks. Available to sponsors only.,,,,,,,2,True,3.0,,,,,,,,,,,
255,pagenav-generator,,pagenav-generator,,Andre601/mkdocs-pagenav-generator,,['plugin'],nav-pages,https://github.com/Andre601/mkdocs-pagenav-generator,https://github.com/Andre601/mkdocs-pagenav-generator,MIT,2021-02-22 23:26:06,2022-04-17 15:52:15.000000,2022-04-17 15:52:15,17.0,,1.0,2.0,1.0,,1.0,3.0,,,,Little something to automatically generate a Navigation within a page itself. Depends on Awesome-pages.,,,2.0,,,,2,True,3.0,,,,,,,,,,,
256,mkdocs-yaarg-plugin,,yaarg,,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],api-docs,https://github.com/g6123/mkdocs-yaarg-plugin,https://github.com/g6123/mkdocs-yaarg-plugin,,2021-02-27 18:13:10,2021-03-14 14:58:43.000000,2021-03-14 14:58:01,18.0,,,1.0,1.0,,,2.0,2021-03-14 14:59:09,0.0.1a5,1.0,Yet Another API Reference Generator plugin for MKDocs.,,,,https://pypi.org/project/mkdocs-yaarg-plugin,29.0,29.0,2,True,3.0,,,,,,,,,,,
257,mkdocs-autozip,,autozip,,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],site-conversion,https://github.com/martinohanlon/mkdocs_autozip,https://github.com/martinohanlon/mkdocs_autozip,,2020-08-12 14:55:13,2022-10-05 14:46:34.000000,2022-10-05 14:46:34,11.0,,,2.0,1.0,,1.0,2.0,,,,A mkdocs plugin for auto zipping the document source.,,,,https://pypi.org/project/mkdocs-autozip,163.0,163.0,2,True,3.0,,,,,,,,,,,
258,helm,,helm-repo,,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],site-conversion,https://github.com/M00nF1sh/mkdocs-helm,https://github.com/M00nF1sh/mkdocs-helm,Apache-2.0,2018-11-19 23:21:08,2021-08-11 10:10:01.000000,2018-11-21 02:32:03,2.0,,1.0,2.0,3.0,,,1.0,,,,An mkdocs plugin that turns docs website into helm repository.,,,,https://pypi.org/project/mkdocs-helm,20.0,20.0,2,True,3.0,,,,,,,,,,,
259,octadocs-adr,,octadocs_adr,,octadocs/octadocs-adr,octadocs-adr,['plugin'],site-management,https://github.com/octadocs/octadocs-adr,https://github.com/octadocs/octadocs-adr,,2021-07-25 14:35:21,2021-08-22 13:47:46.000000,2021-08-22 13:47:44,28.0,,,2.0,,,,1.0,,,,A blueprint for Architecture Decision Record in Octadocs - the smart documentation environment.,,,,https://pypi.org/project/octadocs-adr,14.0,14.0,2,True,3.0,,,,,,,,,,,
260,ansible-document,,,,,ansible-mkdocs,[],api-docs,,https://pypi.org/project/ansible-mkdocs/,,,,,,,,,,,,,,,,Auto-generate ansible role documentation.,,,,https://pypi.org/project/ansible-mkdocs,38.0,38.0,2,True,3.0,,,,,,,,,,,
261,Mkdocs translations plugin,,translations,,,mkdocs-translations,['plugin'],i18n-l10n,,https://pypi.org/project/mkdocs-translations/,,,,,,,,,,,,,,,,Internationalization plugin for mkdocs.,,,,https://pypi.org/project/mkdocs-translations,20.0,20.0,1,True,3.0,,,,,,,,,,,
262,mkdocs-pug,,,,vzhong/mkdocs_pug,mkdocs-pug,[],nav-pages,https://github.com/vzhong/mkdocs_pug,https://github.com/vzhong/mkdocs_pug,,2021-10-20 07:17:04,2021-10-20 08:15:06.000000,2021-10-20 08:15:04,2.0,,,2.0,,1.0,,,,,,Use pug templates with your mkdocs template.,,,,https://pypi.org/project/mkdocs-pug,12.0,12.0,1,True,3.0,,,,,,,,,,,
263,Django Static Image,,,,,markdown-djangostaticimage,['markdown'],markdown,,https://pypi.org/project/markdown-djangostaticimage/,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/markdown-djangostaticimage,13.0,13.0,0,True,,django_static_image,,,,,,,,,,melvinkcx/markdown-extension-django-static-image
264,filename-title,,filename_title,,mipro98/mkdocs-filename-title-plugin,,['plugin'],nav-pages,,{},,,,,,,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,
