,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
233,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2025-05-22 04:08:14.000000,2025-05-22 04:07:23,123.0,,1.0,1.0,,,1.0,13.0,,,,A mkdocs theme for create PDF and printing with paged.js.,4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,43.0,43.0,6,True,3.0,,,,,,,,,,,,,
234,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://github.com/AIboy996/mkdocs-ai-summary,https://aiboy996.github.io/mkdocs-ai-summary/,MIT,2024-05-22 14:11:24,2024-12-27 17:48:11.000000,2024-12-27 17:48:02,28.0,,,1.0,4.0,1.0,1.0,9.0,,,,A mkdocs plugin to generage summary with the help of AI.,3.0,3.0,,https://pypi.org/project/mkdocs-ai-summary,62.0,62.0,6,True,3.0,,,,,,,,,,,,,
235,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30.000000,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,1.0,2.0,8.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,1004.0,1004.0,6,True,3.0,,,,,,,,,,,,,
236,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,https://github.com/pawamoy/mkdocs-pygments,https://github.com/pawamoy/mkdocs-pygments,ISC,2024-05-17 17:58:56,2025-01-23 13:15:15.000000,2025-01-23 13:09:48,8.0,,1.0,1.0,,,1.0,8.0,2025-01-23 13:10:07,0.0.2,2.0,Highlighting themes for code blocks. Available to sponsors only.,3.0,3.0,,,,,6,True,3.0,,,,,,,,,,,,,
237,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,,https://gitlab.com/rod2ik/mkdocs-graphviz,,2021-05-03 14:28:32,2021-05-03 14:28:32.000000,,,,1.0,,,5.0,5.0,6.0,,,3.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,,,https://pypi.org/project/mkdocs-graphviz,6135.0,6135.0,6,True,3.0,,mkdocs_graphviz,,,,,,,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,,
238,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24.000000,2021-07-10 04:26:08,101.0,,,1.0,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,8.0,8.0,,https://pypi.org/project/inari,100.0,100.0,6,True,3.0,,,,,,,,,,,,,
239,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/RDIL/mkdocs-plugin-progress,https://github.com/RDIL/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12.000000,2020-06-20 02:28:06,15.0,,,1.0,2.0,,1.0,5.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,41.0,41.0,3.0,,,,6,True,3.0,,,,,,,,RDIL/mkdocs-plugin-progress,,,,,
240,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44.000000,2023-02-08 19:55:11,11.0,,1.0,19.0,2.0,,1.0,4.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,6,True,3.0,,,,,,,,,,,,,
241,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06.000000,2021-06-23 16:04:58,16.0,,2.0,1.0,2.0,2.0,2.0,4.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,2508.0,2508.0,6,True,3.0,,,,,,,,,,,,,
242,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,https://github.com/joapuiib/mkdocs-data-plugin,https://github.com/joapuiib/mkdocs-data-plugin,MIT,2024-11-21 18:59:31,2025-02-04 20:14:38.000000,2024-11-26 15:11:22,11.0,,,1.0,3.0,,,3.0,2024-11-25 16:48:21,0.2.0,1.0,Mkdocs plugin that allows reading data from markup files and use it in your Markdown pages.,2.0,2.0,,https://pypi.org/project/mkdocs-data-plugin,142.0,142.0,6,True,3.0,,,,,,,,,,,,,
243,recently-updated,,recently-updated,,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],git-info,https://github.com/jaywhj/mkdocs-recently-updated-docs,https://github.com/jaywhj/mkdocs-recently-updated-docs,MIT,2025-08-22 14:56:24,2025-09-16 13:42:51.000000,2025-09-16 13:39:46,9.0,9.0,,,,,,3.0,,,,One line of code to display a list of recently updated documents.,,,,https://pypi.org/project/mkdocs-recently-updated-docs,56.0,56.0,6,True,3.0,,,,,,,,,,,,,
244,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,https://github.com/mihaigalos/mkdocs-issues-plugin,https://github.com/mihaigalos/mkdocs-issues-plugin,MIT,2024-07-17 20:30:59,2024-07-25 21:05:08.000000,2024-07-24 18:00:40,72.0,,,1.0,,,,3.0,,,,"A plugin for showing the state and labels of issues, PRs and discussions (GitHub or GitLab) in mkdocs generated docs.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,48.0,48.0,6,True,3.0,,,,,,,,,,,,,
245,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31.000000,2021-12-16 19:26:10,86.0,,,2.0,1.0,1.0,,3.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,53.0,53.0,6,True,3.0,,,,,,,,,,,,,
246,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50.000000,2020-04-26 19:19:45,5.0,,,2.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,8.0,8.0,,https://pypi.org/project/mkpatcher,359.0,359.0,6,True,3.0,,mkpatcher,,,,,,,,,,,
247,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00.000000,2020-06-08 03:52:23,8.0,,1.0,1.0,,,1.0,2.0,,,,KBD Extension for Python-Markdown.,12.0,12.0,,https://pypi.org/project/kbdextension,184.0,184.0,6,True,3.0,,kbdextension,,,,,,,,,,,
248,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,GPL-3.0,2021-09-04 16:33:06,2023-09-02 18:02:57.000000,2023-09-02 18:02:17,1.0,,1.0,1.0,,,,2.0,2021-09-05 10:30:43,0.2.0,1.0,A lightweight mkdocs plugin to add title casing to all mkdocs pages and sections.,10.0,10.0,,https://pypi.org/project/mkdocs-title-casing-plugin,400.0,400.0,6,True,3.0,,,,,,,,,,,,,
249,mkdocs-apidescribed-plugin,,apidescribed,,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],api-docs,https://github.com/idlesign/mkdocs-apidescribed-plugin,https://github.com/idlesign/mkdocs-apidescribed-plugin,BSD-3-Clause,2025-05-09 11:17:42,2025-05-24 11:50:30.000000,2025-05-24 11:50:21,46.0,,,1.0,,2.0,,1.0,,,,mkdocs plugin to generate API documentation for Python programs.,,,,https://pypi.org/project/mkdocs-apidescribed-plugin,1549.0,1549.0,6,True,3.0,,,,,,,,,,,,,
250,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,https://github.com/rhshadrach/mkdocs-argref-plugin,https://github.com/rhshadrach/mkdocs-argref-plugin,,2024-06-07 21:31:30,2024-08-25 12:49:20.000000,2024-08-25 12:48:41,31.0,,1.0,1.0,18.0,,,1.0,2024-08-25 12:49:20,0.5.0,3.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,1057.0,1057.0,6,True,3.0,,,,,,,,,,,,,
251,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56.000000,2019-09-05 06:58:14,8.0,,,2.0,,,,,,,,Filter pages for assignments.,9.0,9.0,,https://pypi.org/project/mkdocs-select-files,22.0,22.0,6,True,3.0,,,,,,,,,,,,,
252,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31.000000,2023-11-05 02:08:28,24.0,,,2.0,7.0,,11.0,19.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,5,True,3.0,,,,,,,,,,,,,
253,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33.000000,2020-12-04 15:20:32,9.0,,5.0,2.0,2.0,2.0,,18.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,5,True,3.0,,,,,,,,,,,,,
254,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2025-01-07 21:40:44.000000,2024-01-02 18:35:12,10.0,,,1.0,11.0,4.0,,8.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,120.0,120.0,5,True,3.0,,,,,,,,,,,,,
255,Markdown aafigure,,,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,https://github.com/mbarkhau/markdown-aafigure,https://github.com/mbarkhau/markdown-aafigure,MIT,2018-05-23 20:52:31,2024-05-04 00:33:24.000000,2024-05-04 00:33:23,88.0,,,1.0,1.0,1.0,2.0,6.0,,,,aafigure extension for Python Markdown.,,,2.0,https://pypi.org/project/markdown-aafigure,160.0,160.0,5,True,3.0,,markdown_aafigure,,,,,,,,,,,
256,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,https://github.com/djpugh/mkdocs_licenseinfo,https://github.com/djpugh/mkdocs_licenseinfo,MIT,2023-12-23 12:02:23,2024-01-02 18:29:20.000000,2024-01-02 18:29:18,10.0,,,1.0,9.0,,,4.0,2023-12-27 11:40:31,0.1.0,1.0,mkdocs extension to visualise package dependencies license information.,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,53.0,53.0,5,True,3.0,,,,,,,,,,,,,
257,thumbnails,,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],charts,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2023-06-05 20:32:18.000000,2023-06-05 19:38:40,40.0,,,1.0,,1.0,1.0,3.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,94.0,94.0,5,True,3.0,,,,,,,,,,,,,
258,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,https://github.com/JakubAndrysek/mkdocs-zip-folders,https://github.com/JakubAndrysek/mkdocs-zip-folders,MIT,2023-07-06 12:12:44,2025-07-03 14:24:42.000000,2025-07-03 11:02:18,9.0,,1.0,1.0,1.0,,1.0,3.0,2025-01-22 13:37:46,1.0.4,2.0,MkDocs plugin to zip configured folders and add them to the site.,,,2.0,https://pypi.org/project/mkdocs-zip-folders,83.0,83.0,5,True,3.0,,,,,,,,,,,,,
259,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,https://github.com/rymurr/mkdocs-protobuf,https://github.com/rymurr/mkdocs-protobuf,Apache-2,2021-09-11 10:16:54,2023-12-15 02:17:25.000000,2022-03-30 11:31:58,19.0,,1.0,2.0,1.0,1.0,,2.0,,,,Mkdocs plugin to render protobuf messages.,,,2.0,https://pypi.org/project/mkdocs-protobuf,1523.0,1523.0,5,True,3.0,,,,,,,,,,,,,
260,markdown_sub_sup,,,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],markdown,https://github.com/alberic89/markdown_sub_sup,https://github.com/alberic89/markdown_sub_sup,LGPL-3.0,2023-03-06 16:58:43,2023-05-02 17:11:34.000000,2023-03-24 15:01:28,11.0,,,1.0,,,,2.0,2023-05-02 17:11:34,0.0.2,1.0,A python markdown extension for add sub and sup support.,,,,https://pypi.org/project/markdown-sub-sup,190.0,190.0,5,True,3.0,,markdown_sub_sup,,,,,,,,,,,
261,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,https://github.com/pawamoy/markdown-pycon,https://github.com/pawamoy/markdown-pycon,ISC,2023-09-01 19:21:14,2025-01-10 01:07:21.000000,2025-01-10 01:05:06,8.0,,,2.0,,,1.0,2.0,2025-01-10 01:05:23,1.0.1,2.0,Markdown extension to parse `pycon` code blocks without indentation or fences.,3.0,3.0,,,,,5,True,3.0,,pycon,,,,,,,,,,,
262,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45.000000,2019-03-09 04:36:51,2.0,,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,7.0,7.0,,https://pypi.org/project/markdown-figcap,67.0,67.0,5,True,3.0,,markdown_figcap,,,,,,,,,,,
263,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,,2022-02-09 02:39:55,2022-02-09 02:39:55.000000,,,,7.0,,,3.0,1.0,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,,,https://pypi.org/project/markdown-grid-tables,30624.0,30624.0,5,True,3.0,,markdown_grid_tables,,,,,,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,,
264,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2023-07-20 13:42:30.000000,2023-07-20 13:42:17,16.0,,,2.0,1.0,,,1.0,2023-07-20 13:43:16,0.0.6,6.0,MkDocs plugin to generate a SWAN Gallery.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-swangallery,36.0,36.0,5,True,3.0,,,,,,,,,,,,,
265,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,MIT,2023-04-16 20:01:57,2024-01-12 19:58:41.000000,2024-01-12 19:55:33,9.0,,1.0,1.0,,,2.0,,,,,,7.0,7.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,202.0,202.0,5,True,3.0,,,,,,,,,,,,,
266,mk-append-to-head,,mk-append-to-head,,marcelaodev/mk-append-to-head,mk-append-to-head,['plugin'],html-css,https://github.com/marcelaodev/mk-append-to-head,https://github.com/marcelaodev/mk-append-to-head,MIT,2025-08-15 14:18:25,2025-08-18 14:21:23.000000,2025-08-18 14:21:18,4.0,4.0,,,,,,,,,,Append some string to a MkDocs pages head.,,,,https://pypi.org/project/mk-append-to-head,16.0,16.0,5,True,3.0,,,,,,,,,,,,,
267,Vercel Password Protection,,vercel_pw,,six-two/mkdocs-vercel-pw-plugin,mkdocs-vercel-pw-plugin,['plugin'],integrations,https://github.com/six-two/mkdocs-vercel-pw-plugin,https://github.com/six-two/mkdocs-vercel-pw-plugin,MIT,2024-03-23 17:42:51,2024-11-11 19:15:09.000000,2024-11-11 19:15:02,9.0,,,1.0,,,,,,,,"Allows you to password protect your site if it is deployed by Vercel, by adding routes to the vercel.json file.",,,,https://pypi.org/project/mkdocs-vercel-pw-plugin,22.0,22.0,5,True,3.0,,,,,,,,,,,,,
268,MkDocs Remove Sections Plugin,,remove_sections,,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],nav-pages,https://github.com/six-two/mkdocs-remove-sections-plugin,https://github.com/six-two/mkdocs-remove-sections-plugin,MIT,2024-11-03 13:46:10,2024-11-12 17:45:58.000000,2024-11-12 17:45:52,5.0,,,1.0,,,,,,,,Remove sections with specific titles from your MkDocs pages.,,,,https://pypi.org/project/mkdocs-remove-sections-plugin,32.0,32.0,5,True,3.0,,,,,,,,,,,,,
269,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07.000000,2017-10-22 11:51:15,9.0,,4.0,1.0,2.0,1.0,1.0,25.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,True,3.0,,,,,,,,,,,,,
270,markdown-del-ins,,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,https://github.com/honzajavorek/markdown-del-ins,https://github.com/honzajavorek/markdown-del-ins,,2020-01-09 09:02:25,2020-01-09 10:45:06.000000,2020-01-09 10:44:59,10.0,,,1.0,,1.0,,13.0,,,,Markdown extension to support the del and ins tags.,,,2.0,https://pypi.org/project/markdown-del-ins,2316.0,2316.0,4,True,3.0,,markdown_del_ins,,,,,,,,,,,
271,jinja2sandbox,,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19.000000,2019-03-20 23:06:18,3.0,,,2.0,,,,5.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,4,True,3.0,,,,,,,,,,,,,
272,awesome-list,,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07.000000,2019-07-26 00:30:58,4.0,,,1.0,,,,5.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,4,True,3.0,,,,,,,,,,,,,
273,mkdocs-new-features-notifier,,mkdocs-new-features-notifier,,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,https://github.com/kevin-411/mkdocs-new-features-notifier,https://github.com/kevin-411/mkdocs-new-features-notifier,MIT,2019-11-27 07:15:17,2020-01-15 10:40:10.000000,2020-01-15 10:13:44,17.0,,1.0,1.0,,,,4.0,,,,This plugin enables you to notify users of new features in your product. It does this by identifying new documentation..,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,134.0,134.0,4,True,3.0,,,,,,,,,,,,,
274,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,https://github.com/Rj40x40/mkdocs-import-statement-plugin,https://github.com/Rj40x40/mkdocs-import-statement-plugin,MIT,2023-01-13 01:56:01,2023-02-06 13:25:35.000000,2023-02-06 13:25:08,4.0,,,1.0,,2.0,,2.0,,,,,4.0,4.0,,https://pypi.org/project/mkdocs-import-statement-plugin,70.0,70.0,4,True,3.0,,,,,,,,,,,,,
275,Family tree example,,,,unverbuggt/mkdocs-familytree-example,,[],charts,https://github.com/unverbuggt/mkdocs-familytree-example,https://github.com/unverbuggt/mkdocs-familytree-example,GPL-3.0,2022-12-28 12:21:18,2023-08-04 17:21:50.000000,2023-08-04 17:13:34,87.0,,1.0,,1.0,,,2.0,,,,An interactive family tree visualization using d3-dag.,,,6.0,,,,4,True,3.0,,,,,,,,,,,,,
276,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29.000000,2019-03-17 11:49:24,5.0,,,2.0,,,,2.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,9.0,9.0,4,True,3.0,,,,,,,,,,,,,
277,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03.000000,2019-12-29 08:46:29,5.0,,,1.0,9.0,,,2.0,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,870.0,870.0,4,True,3.0,,,,,,,,,,,,,
278,mkdocs-required-frontmatter-plugin,,required-frontmatter,,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],site-management,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,MIT,2024-03-21 21:39:23,2024-03-22 00:55:29.000000,2024-03-22 00:55:29,5.0,,,1.0,,,1.0,1.0,2024-03-21 21:51:06,0.0.2,2.0,This MkDocs plugin enforces required frontmatter for documentation pages.,2.0,2.0,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,15.0,15.0,4,True,3.0,,,,,,,,,,,,,
279,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,https://github.com/textileio/mkdocs-codeyaml-plugin,https://github.com/textileio/mkdocs-codeyaml-plugin,MIT,2019-04-30 19:39:34,2019-04-30 22:11:50.000000,2019-04-30 22:11:44,3.0,,1.0,2.0,,,1.0,,,,,Allows for more than one yaml config in mkdocs.,2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,26.0,26.0,4,True,3.0,,,,,,,,,,,,,
280,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,2023-07-13 16:32:15,2023-07-13 16:32:15.000000,,,,0.0,,,1.0,,,,,0.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",,,,https://pypi.org/project/mkdocs-addresses,167.0,167.0,4,True,3.0,,,,,,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,
281,Semantic WikiLinks Extension,,,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],markdown,https://github.com/aleray/mdx_semanticwikilinks,https://github.com/aleray/mdx_semanticwikilinks,,2012-04-21 16:25:59,2012-08-15 14:19:53.000000,2012-08-15 14:24:53,4.0,,1.0,1.0,,1.0,,8.0,,,,Python-Markdown extension to add support for semantic (wiki)links (RDFa).,,,,https://pypi.org/project/mdx-semanticwikilinks,138.0,138.0,3,True,3.0,,mdx_semanticwikilinks,,,,,,,,,,,
282,Semantic Data Extension,,,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],markdown,https://github.com/aleray/mdx_semanticdata,https://github.com/aleray/mdx_semanticdata,,2012-04-21 14:17:39,2023-08-21 22:27:39.000000,2012-11-05 00:45:02,3.0,,1.0,1.0,,,,7.0,,,,Python-Markdown extension to add support for semantic data (RDFa).,,,,https://pypi.org/project/mdx-semanticdata,138.0,138.0,3,True,3.0,,mdx_semanticdata,,,,,,,,,,,
283,Cluster,cluster,,,,mkdocs-cluster,['theme'],theming,,https://gitlab.com/kaliko/mkdocs-cluster,,2016-06-02 15:03:33,2016-06-02 15:03:33.000000,,,,2.0,,,,1.0,6.0,,,0.0,Another bootstrap theme for MkDocs.,,,,https://pypi.org/project/mkdocs-cluster,318.0,318.0,3,True,3.0,,,,,,,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,,
284,Cite Extension,,,,aleray/mdx_cite,mdx-cite,['markdown'],markdown,https://github.com/aleray/mdx_cite,https://github.com/aleray/mdx_cite,,2012-04-21 11:23:16,2018-12-20 08:18:53.000000,2012-04-21 11:49:29,3.0,,3.0,2.0,1.0,1.0,,6.0,,,,Python-Markdown extension to support the cite tag.,,,,https://pypi.org/project/mdx-cite,8.0,8.0,3,True,3.0,,mdx_cite,,,,,,,,,,,
