,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,open_issue_count,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
236,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,2.0,1.0,,3.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,30.0,30.0,6,True,3.0,1.0,,,,,,,,,,,,,
237,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,73.0,73.0,6,True,3.0,,,,,,,,,,,,,,
238,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,2.0,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,8.0,8.0,,https://pypi.org/project/mkpatcher,212.0,212.0,6,True,3.0,,mkpatcher,,,,,,,,,,,,
239,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,https://github.com/rhshadrach/mkdocs-argref-plugin,https://github.com/rhshadrach/mkdocs-argref-plugin,,2024-06-07 21:31:30,2024-08-25 12:49:20,2024-08-25 12:48:41,31.0,,1.0,1.0,18.0,,1.0,2024-08-25 12:49:20,0.5.0,3.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,407.0,407.0,6,True,3.0,,,,,,,,,,,,,,
240,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,,2022-02-09 02:39:55,2022-02-09 02:39:55,,,,5.0,,,,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,,,https://pypi.org/project/markdown-grid-tables,11508.0,11508.0,6,True,3.0,2.0,markdown_grid_tables,,,,,,,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,,
241,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31,2023-11-05 02:08:28,24.0,,,2.0,7.0,11.0,19.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,5,True,3.0,,,,,,,,,,,,,,
242,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,5.0,2.0,2.0,,18.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,5,True,3.0,2.0,,,,,,,,,,,,,
243,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,1.0,1.0,,1.0,16.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,5.0,5.0,,https://pypi.org/project/markdown-tweetable,6.0,6.0,5,True,3.0,,tweetable.extension,,,,,,,,,,,,
244,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08,2018-03-01 07:33:55,18.0,,1.0,3.0,5.0,,14.0,,,,HEARTBEATS Flavored Markdown extension.,10.0,10.0,2.0,https://pypi.org/project/hbfm,125.0,125.0,5,True,3.0,,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,,,
245,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2025-01-07 21:40:44,2024-01-02 18:35:12,10.0,,,1.0,11.0,,7.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,132.0,132.0,5,True,3.0,4.0,,,,,,,,,,,,,
246,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,https://github.com/djpugh/mkdocs_licenseinfo,https://github.com/djpugh/mkdocs_licenseinfo,MIT,2023-12-23 12:02:23,2024-01-02 18:29:20,2024-01-02 18:29:18,10.0,,,1.0,9.0,,4.0,2023-12-27 11:40:31,0.1.0,1.0,mkdocs extension to visualise package dependencies license information.,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,31.0,31.0,5,True,3.0,,,,,,,,,,,,,,
247,mkdocs-new-features-notifier,,mkdocs-new-features-notifier,,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,https://github.com/kevin-411/mkdocs-new-features-notifier,https://github.com/kevin-411/mkdocs-new-features-notifier,MIT,2019-11-27 07:15:17,2020-01-15 10:40:10,2020-01-15 10:13:44,17.0,,1.0,1.0,,,4.0,,,,This plugin enables you to notify users of new features in your product. It does this by identifying new documentation..,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,758.0,758.0,5,True,3.0,,,,,,,,,,,,,,
248,thumbnails,,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],charts,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2023-06-05 20:32:18,2023-06-05 19:38:40,40.0,,,1.0,,1.0,3.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,93.0,93.0,5,True,3.0,1.0,,,,,,,,,,,,,
249,MkDocs Backlinks Section Plugin,,backlinks_section,,six-two/mkdocs-backlinks-section-plugin,mkdocs-backlinks-section-plugin,['plugin'],links-refs,https://github.com/six-two/mkdocs-backlinks-section-plugin,https://github.com/six-two/mkdocs-backlinks-section-plugin,MIT,2024-12-01 16:22:41,2025-04-24 16:18:13,2025-04-24 16:17:57,12.0,2.0,,1.0,,2.0,3.0,,,,Create a backlink section that lists every page linking to the current page.,,,,https://pypi.org/project/mkdocs-backlinks-section-plugin,626.0,626.0,5,True,3.0,,,,,,,,,,,,,,
250,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,https://github.com/joapuiib/mkdocs-data-plugin,https://github.com/joapuiib/mkdocs-data-plugin,MIT,2024-11-21 18:59:31,2025-02-04 20:14:38,2024-11-26 15:11:22,11.0,,,1.0,3.0,,2.0,2024-11-25 16:48:21,0.2.0,1.0,Mkdocs plugin that allows reading data from markup files and use it in your Markdown pages.,1.0,1.0,,https://pypi.org/project/mkdocs-data-plugin,81.0,81.0,5,True,3.0,,,,,,,,,,,,,,
251,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03,2019-12-29 08:46:29,5.0,,,1.0,9.0,,2.0,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,1134.0,1134.0,5,True,3.0,,,,,,,,,,,,,,
252,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,https://github.com/pawamoy/markdown-pycon,https://github.com/pawamoy/markdown-pycon,ISC,2023-09-01 19:21:14,2025-01-10 01:07:21,2025-01-10 01:05:06,8.0,,,2.0,,1.0,2.0,2025-01-10 01:05:23,1.0.1,2.0,Markdown extension to parse `pycon` code blocks without indentation or fences.,2.0,2.0,,,,,5,True,3.0,,pycon,,,,,,,,,,,,
253,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,GPL-3.0,2021-09-04 16:33:06,2023-09-02 18:02:57,2023-09-02 18:02:17,1.0,,1.0,1.0,,,2.0,2021-09-05 10:30:43,0.2.0,1.0,A lightweight mkdocs plugin to add title casing to all mkdocs pages and sections.,4.0,4.0,,https://pypi.org/project/mkdocs-title-casing-plugin,481.0,481.0,5,True,3.0,,,,,,,,,,,,,,
254,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45,2019-03-09 04:36:51,2.0,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,7.0,7.0,,https://pypi.org/project/markdown-figcap,44.0,44.0,5,True,3.0,,markdown_figcap,,,,,,,,,,,,
255,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2023-07-20 13:42:30,2023-07-20 13:42:17,16.0,,,2.0,1.0,,1.0,2023-07-20 13:43:16,0.0.6,6.0,MkDocs plugin to generate a SWAN Gallery.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-swangallery,22.0,22.0,5,True,3.0,,,,,,,,,,,,,,
256,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,MIT,2023-04-16 20:01:57,2024-01-12 19:58:41,2024-01-12 19:55:33,9.0,,1.0,1.0,,2.0,,,,,,7.0,7.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,603.0,603.0,5,True,3.0,,,,,,,,,,,,,,
257,Vercel Password Protection,,vercel_pw,,six-two/mkdocs-vercel-pw-plugin,mkdocs-vercel-pw-plugin,['plugin'],integrations,https://github.com/six-two/mkdocs-vercel-pw-plugin,https://github.com/six-two/mkdocs-vercel-pw-plugin,MIT,2024-03-23 17:42:51,2024-11-11 19:15:09,2024-11-11 19:15:02,9.0,,,1.0,,,,,,,"Allows you to password protect your site if it is deployed by Vercel, by adding routes to the vercel.json file.",,,,https://pypi.org/project/mkdocs-vercel-pw-plugin,34.0,34.0,5,True,3.0,,,,,,,,,,,,,,
258,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56,2019-09-05 06:58:14,8.0,,,2.0,,,,,,,Filter pages for assignments.,9.0,9.0,,https://pypi.org/project/mkdocs-select-files,19.0,19.0,5,True,3.0,,,,,,,,,,,,,,
259,MkDocs Remove Sections Plugin,,remove_sections,,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],nav-pages,https://github.com/six-two/mkdocs-remove-sections-plugin,https://github.com/six-two/mkdocs-remove-sections-plugin,MIT,2024-11-03 13:46:10,2024-11-12 17:45:58,2024-11-12 17:45:52,5.0,,,1.0,,,,,,,Remove sections with specific titles from your MkDocs pages.,,,,https://pypi.org/project/mkdocs-remove-sections-plugin,26.0,26.0,5,True,3.0,,,,,,,,,,,,,,
260,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07,2017-10-22 11:51:15,9.0,,4.0,1.0,2.0,1.0,25.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,True,3.0,1.0,,,,,,,,,,,,,
261,Markdown aafigure,,,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,https://github.com/mbarkhau/markdown-aafigure,https://github.com/mbarkhau/markdown-aafigure,MIT,2018-05-23 20:52:31,2024-05-04 00:33:24,2024-05-04 00:33:23,88.0,,1.0,1.0,1.0,2.0,6.0,,,,aafigure extension for Python Markdown.,,,2.0,https://pypi.org/project/markdown-aafigure,100.0,100.0,4,True,3.0,1.0,markdown_aafigure,,,,,,,,,,,,
262,jinja2sandbox,,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19,2019-03-20 23:06:18,3.0,,,2.0,,,5.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,4,True,3.0,,,,,,,,,,,,,,
263,awesome-list,,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07,2019-07-26 00:30:58,4.0,,,1.0,,,5.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,4,True,3.0,,,,,,,,,,,,,,
264,MkDocs-Test,,test,,fralau/mkdocs-test,,['plugin'],quality,https://github.com/fralau/mkdocs-test,https://github.com/fralau/mkdocs-test,MIT,2024-10-08 18:21:01,2024-11-04 06:02:15,2024-11-04 06:01:25,15.0,,,1.0,,,5.0,,,,A framework for testing MkDocs projects.,,,,,,,4,True,3.0,1.0,,,,,,,,,,,,mkdocs-test,
265,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,https://github.com/Rj40x40/mkdocs-import-statement-plugin,https://github.com/Rj40x40/mkdocs-import-statement-plugin,MIT,2023-01-13 01:56:01,2023-02-06 13:25:35,2023-02-06 13:25:08,4.0,,,1.0,,,2.0,,,,,3.0,3.0,,https://pypi.org/project/mkdocs-import-statement-plugin,49.0,49.0,4,True,3.0,2.0,,,,,,,,,,,,,
266,Family tree example,,,,unverbuggt/mkdocs-familytree-example,,[],charts,https://github.com/unverbuggt/mkdocs-familytree-example,https://github.com/unverbuggt/mkdocs-familytree-example,GPL-3.0,2022-12-28 12:21:18,2023-08-04 17:21:50,2023-08-04 17:13:34,87.0,,1.0,,1.0,,2.0,,,,An interactive family tree visualization using d3-dag.,,,6.0,,,,4,True,3.0,,,,,,,,,,,,,,
267,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,2.0,,,2.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,9.0,9.0,4,True,3.0,,,,,,,,,,,,,,
268,markdown_sub_sup,,,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],markdown,https://github.com/alberic89/markdown_sub_sup,https://github.com/alberic89/markdown_sub_sup,LGPL-3.0,2023-03-06 16:58:43,2023-05-02 17:11:34,2023-03-24 15:01:28,11.0,,,1.0,,,1.0,2023-05-02 17:11:34,0.0.2,1.0,A python markdown extension for add sub and sup support.,,,,https://pypi.org/project/markdown-sub-sup,47.0,47.0,4,True,3.0,,markdown_sub_sup,,,,,,,,,,,,
269,mkdocs-required-frontmatter-plugin,,required-frontmatter,,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],site-management,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,MIT,2024-03-21 21:39:23,2024-03-22 00:55:29,2024-03-22 00:55:29,5.0,,,1.0,,1.0,1.0,2024-03-21 21:51:06,0.0.2,2.0,This MkDocs plugin enforces required frontmatter for documentation pages.,2.0,2.0,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,12.0,12.0,4,True,3.0,,,,,,,,,,,,,,
270,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,2023-07-13 16:32:15,2023-07-13 16:32:15,,,,0.0,,,,,,,0.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",,,,https://pypi.org/project/mkdocs-addresses,193.0,193.0,4,True,3.0,1.0,,,,,,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,
271,markdown-del-ins,,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,https://github.com/honzajavorek/markdown-del-ins,https://github.com/honzajavorek/markdown-del-ins,,2020-01-09 09:02:25,2020-01-09 10:45:06,2020-01-09 10:44:59,10.0,,,1.0,,,13.0,,,,Markdown extension to support the del and ins tags.,,,2.0,https://pypi.org/project/markdown-del-ins,903.0,903.0,3,True,3.0,1.0,markdown_del_ins,,,,,,,,,,,,
272,Cluster,cluster,,,,mkdocs-cluster,['theme'],theming,,https://gitlab.com/kaliko/mkdocs-cluster,,2016-06-02 15:03:33,2016-06-02 15:03:33,,,,2.0,,,1.0,6.0,,,0.0,Another bootstrap theme for MkDocs.,,,,https://pypi.org/project/mkdocs-cluster,280.0,280.0,3,True,3.0,,,,,,,,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,,
273,Cite Extension,,,,aleray/mdx_cite,mdx-cite,['markdown'],markdown,https://github.com/aleray/mdx_cite,https://github.com/aleray/mdx_cite,,2012-04-21 11:23:16,2018-12-20 08:18:53,2012-04-21 11:49:29,3.0,,3.0,2.0,1.0,,6.0,,,,Python-Markdown extension to support the cite tag.,,,,https://pypi.org/project/mdx-cite,5.0,5.0,3,True,3.0,1.0,mdx_cite,,,,,,,,,,,,
274,emailprotect,,emailprotect,,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,https://github.com/rkoe/mkdocs-emailprotect,https://github.com/rkoe/mkdocs-emailprotect,MIT,2020-01-07 21:52:50,2020-01-21 00:13:01,2020-01-21 00:13:00,4.0,,,2.0,,1.0,5.0,,,,A MkDocs plugin that tries to obscure email-addresses from address-harvesting spam-bots.,,,,,,,3,True,3.0,,,,,,,,,,,,,,
275,sequence-js,,sequence-js,,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,MIT,2019-11-06 22:44:12,2020-02-28 16:45:04,2020-02-28 16:43:34,11.0,,2.0,2.0,,2.0,4.0,,,,MkDocs plugin to render sequence.js blocks.,,,,,,,3,True,3.0,1.0,,,,,,,,,,,,,
276,image-formatter-plugin,,image-formatter,,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],charts,https://github.com/ASypula/mkdocs-image-formatter-plugin,https://github.com/ASypula/mkdocs-image-formatter-plugin,,2023-12-06 18:29:44,2023-12-06 19:30:22,2023-12-06 19:30:09,139.0,,,1.0,1.0,,4.0,,,,,2.0,2.0,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,25.0,25.0,3,True,3.0,,,,,,,,,,,,,,
277,alternate-link,,alternate-link,,cmitu/mkdocs-altlink-plugin,,['plugin'],links-refs,https://github.com/cmitu/mkdocs-altlink-plugin,https://github.com/cmitu/mkdocs-altlink-plugin,MIT,2020-01-08 21:31:28,2022-07-13 17:28:57,2021-02-14 13:54:59,14.0,,2.0,1.0,3.0,1.0,4.0,,,,An MkDocs plugin that simplifies internal links creation.,,,3.0,,,,3,True,3.0,,,,,,,,,,,,,,
278,python-mkblog,,mkblog,,derJD/python-mkblog,mkblog,['plugin'],blogging,https://github.com/derJD/python-mkblog,https://github.com/derJD/python-mkblog,MIT,2021-03-19 12:48:35,2021-04-14 14:46:30,2021-04-14 14:44:42,20.0,,1.0,1.0,,,2.0,,,,This is a MkDocs Plugin adding basic blogging functionality by parsing a `blog` directory ontop of your usual `docs`..,,,2.0,https://pypi.org/project/mkblog,26.0,26.0,3,True,3.0,,,,,,,,,,,,,,
279,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,https://github.com/rymurr/mkdocs-protobuf,https://github.com/rymurr/mkdocs-protobuf,Apache-2,2021-09-11 10:16:54,2023-12-15 02:17:25,2022-03-30 11:31:58,19.0,,1.0,2.0,1.0,,2.0,,,,Mkdocs plugin to render protobuf messages.,,,2.0,https://pypi.org/project/mkdocs-protobuf,64.0,64.0,3,True,3.0,1.0,,,,,,,,,,,,,
280,multiple,,multiple,,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,https://github.com/experimaestro/mkdocs-multiple,https://github.com/experimaestro/mkdocs-multiple,GPL-3.0,2019-02-27 10:51:22,2019-11-22 09:07:18,2019-11-22 09:06:06,5.0,,,1.0,,,2.0,,,,Allows to merge mkdocs documentations dynamically.,,,2.0,https://pypi.org/project/mkdocs-multiple,205.0,205.0,3,True,3.0,1.0,,,,,,,,,,,,,
281,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,https://github.com/textileio/mkdocs-codeyaml-plugin,https://github.com/textileio/mkdocs-codeyaml-plugin,MIT,2019-04-30 19:39:34,2019-04-30 22:11:50,2019-04-30 22:11:44,3.0,,1.0,2.0,,1.0,,,,,Allows for more than one yaml config in mkdocs.,2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,15.0,15.0,3,True,3.0,,,,,,,,,,,,,,
282,blog,,blog,,andyoakley/mkdocs-blog,,['plugin'],blogging,https://github.com/andyoakley/mkdocs-blog,https://github.com/andyoakley/mkdocs-blog,,2018-02-09 06:12:17,2022-01-21 04:42:09,2020-11-02 21:52:20,17.0,,7.0,2.0,3.0,1.0,14.0,,,,Blogging in mkdocs.,,,,,,,2,True,3.0,4.0,,,,,,,,,,,,,
283,Semantic WikiLinks Extension,,,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],markdown,https://github.com/aleray/mdx_semanticwikilinks,https://github.com/aleray/mdx_semanticwikilinks,,2012-04-21 16:25:59,2012-08-15 14:19:53,2012-08-15 14:24:53,4.0,,1.0,1.0,,,8.0,,,,Python-Markdown extension to add support for semantic (wiki)links (RDFa).,,,,https://pypi.org/project/mdx-semanticwikilinks,8.0,8.0,2,True,3.0,1.0,mdx_semanticwikilinks,,,,,,,,,,,,
284,Semantic Data Extension,,,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],markdown,https://github.com/aleray/mdx_semanticdata,https://github.com/aleray/mdx_semanticdata,,2012-04-21 14:17:39,2023-08-21 22:27:39,2012-11-05 00:45:02,3.0,,1.0,1.0,,,6.0,,,,Python-Markdown extension to add support for semantic data (RDFa).,,,,https://pypi.org/project/mdx-semanticdata,8.0,8.0,2,True,3.0,,mdx_semanticdata,,,,,,,,,,,,
285,MkHack3rs,,,,,,['project'],charts,,https://eskool.gitlab.io/mkhack3rs/,,2021-05-01 11:44:57,2021-05-01 11:44:57,,,,1.0,,,,4.0,,,0.0,Hacks & Integrations for Mkdocs / Material Theme.,,,,,,,2,True,3.0,,,,,,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,,
286,pagenav-generator,,pagenav-generator,,Andre601/mkdocs-pagenav-generator,,['plugin'],nav-pages,https://github.com/Andre601/mkdocs-pagenav-generator,https://github.com/Andre601/mkdocs-pagenav-generator,MIT,2021-02-22 23:26:06,2022-04-17 15:52:15,2022-04-17 15:52:15,17.0,,1.0,1.0,1.0,1.0,4.0,,,,Little something to automatically generate a Navigation within a page itself. Depends on Awesome-pages.,,,2.0,,,,2,True,3.0,,,,,,,,,,,,,,
287,docstyler,,docstyler,,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],html-css,https://github.com/hfagerlund/mkdocs-docstyler-plugin,https://github.com/hfagerlund/mkdocs-docstyler-plugin,BSD-3-Clause,2019-02-10 21:05:18,2019-02-17 04:17:30,2019-02-16 01:29:25,2.0,,,2.0,,,1.0,,,,Plugin to add alternative stylesheets to MkDocs custom themes.,,,,,,,2,True,3.0,,,,,,,,,,,,,,
288,helm,,helm-repo,,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],site-conversion,https://github.com/M00nF1sh/mkdocs-helm,https://github.com/M00nF1sh/mkdocs-helm,Apache-2.0,2018-11-19 23:21:08,2021-08-11 10:10:01,2018-11-21 02:32:03,2.0,,1.0,1.0,3.0,,1.0,,,,An mkdocs plugin that turns docs website into helm repository.,,,,https://pypi.org/project/mkdocs-helm,10.0,10.0,2,True,3.0,,,,,,,,,,,,,,
289,octadocs-adr,,octadocs_adr,,octadocs/octadocs-adr,octadocs-adr,['plugin'],site-management,https://github.com/octadocs/octadocs-adr,https://github.com/octadocs/octadocs-adr,,2021-07-25 14:35:21,2021-08-22 13:47:46,2021-08-22 13:47:44,28.0,,,1.0,,,1.0,,,,A blueprint for Architecture Decision Record in Octadocs - the smart documentation environment.,2.0,2.0,,https://pypi.org/project/octadocs-adr,9.0,9.0,2,True,3.0,,,,,,,,,,,,,,
290,ansible-document,,,,,ansible-mkdocs,[],api-docs,,https://pypi.org/project/ansible-mkdocs/,,,,,,,,,,,,,,,Auto-generate ansible role documentation.,,,,https://pypi.org/project/ansible-mkdocs,29.0,29.0,2,True,3.0,,,,,,,,,,,,,,
